,Probability,Predictions,Ground Truths
89,0.45665857,0,1.0
90,0.027457017,0,0.0
91,0.60660535,1,0.0
92,0.51843953,1,1.0
93,0.8325907,1,1.0
94,0.8221174,1,1.0
95,0.61113536,1,0.0
96,0.0037099344,0,0.0
97,0.51968044,1,1.0
98,0.60683966,1,0.0
99,0.63680124,1,1.0
100,0.60205543,1,0.0
101,0.021371983,0,0.0
102,0.044308692,0,0.0
103,0.8591872,1,1.0
104,0.79361826,1,1.0
105,0.6004618,1,1.0
106,0.82736945,1,0.0
107,0.59923553,1,0.0
108,0.2852342,0,0.0
109,0.57332003,1,1.0
110,0.45209634,0,1.0
111,0.51516336,1,1.0
112,0.55467486,1,0.0
113,0.037876233,0,0.0
114,0.5872615,1,0.0
115,0.6426274,1,0.0
116,0.0012112407,0,0.0
117,0.59529746,1,0.0
118,0.5158529,1,0.0
119,0.003326852,0,0.0
120,0.8273227,1,0.0
121,0.66787964,1,1.0
122,0.5847536,1,1.0
123,0.44718665,0,1.0
124,0.8896643,1,1.0
125,0.88037884,1,1.0
126,0.0017859642,0,0.0
127,0.56741846,1,1.0
128,0.5829373,1,0.0
129,1.07619835e-05,0,0.0
130,0.5388692,1,0.0
131,0.019005671,0,0.0
132,0.5837366,1,0.0
133,0.6108576,1,1.0
134,1.8730873e-06,0,0.0
135,0.53084284,1,1.0
136,0.60827583,1,1.0
137,0.97427815,1,1.0
138,0.56051546,1,0.0
139,0.5289269,1,0.0
140,0.02533051,0,0.0
141,0.16665538,0,0.0
142,0.55357355,1,1.0
143,0.52314764,1,0.0
144,0.5994143,1,1.0
145,0.631805,1,0.0
146,0.8117864,1,1.0
147,0.9416096,1,1.0
148,0.45527068,0,0.0
149,0.56110597,1,1.0
150,0.559558,1,0.0
151,0.010451373,0,0.0
152,0.8225627,1,1.0
153,0.52727646,1,1.0
154,0.5840365,1,1.0
155,0.63319886,1,0.0
156,0.525913,1,0.0
157,0.6497073,1,0.0
158,0.5833062,1,0.0
159,0.7828476,1,1.0
160,0.5765494,1,1.0
161,0.0034282156,0,0.0
162,0.011322781,0,0.0
163,0.045270257,0,0.0
164,0.0001325146,0,0.0
165,0.4781557,0,1.0
166,0.50601053,1,0.0
167,0.5040978,1,0.0
168,0.0016941868,0,0.0
169,0.5507156,1,1.0
170,0.010422538,0,0.0
171,0.0045905677,0,0.0
172,0.5624741,1,0.0
173,0.25348365,0,0.0
174,0.587928,1,1.0
175,0.0015841163,0,0.0
176,0.8461611,1,0.0
177,0.5557446,1,1.0
178,0.604102,1,1.0
179,0.6830733,1,0.0
180,0.55129534,1,0.0
181,0.86207163,1,1.0
182,0.020520085,0,0.0
183,0.84203005,1,1.0
184,0.58613807,1,0.0
185,0.8542051,1,1.0
186,0.5655304,1,0.0
187,0.032199174,0,0.0
188,0.6209628,1,0.0
189,0.6462039,1,0.0
190,0.40843683,0,1.0
191,0.5770463,1,1.0
192,0.91617185,1,1.0
193,0.002449699,0,0.0
194,0.5745164,1,0.0
195,0.2506971,0,0.0
196,0.00096899696,0,0.0
197,0.5722649,1,0.0
198,0.58538,1,1.0
199,0.88607913,1,1.0
200,0.016662493,0,0.0
201,0.5859729,1,0.0
202,0.55153334,1,0.0
203,0.5667504,1,1.0
204,0.554315,1,1.0
205,0.857372,1,1.0
206,0.54801434,1,1.0
207,0.68106174,1,1.0
208,0.5698934,1,1.0
209,0.0042025507,0,0.0
210,0.48917446,0,1.0
211,0.6212249,1,0.0
212,0.58806646,1,0.0
213,0.44363087,0,1.0
214,0.9245586,1,1.0
215,0.36962298,0,0.0
216,0.54358286,1,0.0
217,0.49288517,0,1.0
218,0.62171876,1,1.0
219,0.6344036,1,1.0
220,0.002192859,0,0.0
221,0.0181148,0,0.0
222,0.38565361,0,1.0
223,0.5337898,1,1.0
224,0.6326428,1,0.0
225,0.63899964,1,1.0
226,0.94578415,1,1.0
227,0.82749206,1,1.0
228,0.54998034,1,1.0
229,0.5698366,1,1.0
230,0.5633995,1,1.0
231,0.50029945,1,1.0
232,0.0005707614,0,0.0
233,0.4982296,0,1.0
234,0.06982999,0,0.0
235,0.9771823,1,1.0
236,0.62332004,1,0.0
237,0.6130764,1,0.0
238,0.51433784,1,1.0
239,0.56322336,1,1.0
240,0.42640406,0,1.0
241,0.89593136,1,1.0
242,0.0020245786,0,0.0
243,0.5978805,1,0.0
244,0.5540963,1,0.0
245,0.5897648,1,1.0
246,0.551346,1,1.0
247,0.032137565,0,0.0
248,0.5152395,1,0.0
249,0.0017021559,0,0.0
250,0.6474398,1,0.0
251,0.16382688,0,0.0
252,0.5814167,1,1.0
253,0.63018,1,0.0
254,0.8572821,1,1.0
255,0.55660343,1,1.0
256,0.5150937,1,0.0
257,0.555527,1,0.0
258,0.29450315,0,1.0
259,0.0066251643,0,0.0
260,0.56506765,1,0.0
261,0.03628838,0,0.0
262,0.9181053,1,1.0
263,0.8010057,1,1.0
264,0.0033659965,0,0.0
265,0.7680939,1,1.0
266,0.0429747,0,0.0
267,0.01387848,0,0.0
268,0.33685076,0,1.0
269,0.0015525041,0,0.0
270,0.889917,1,1.0
271,0.91443473,1,1.0
272,0.02082346,0,0.0
273,0.81040615,1,1.0
274,0.0015794106,0,0.0
275,0.57278216,1,1.0
276,0.081573926,0,0.0
277,0.5653526,1,1.0
278,0.5757262,1,1.0
279,0.60366863,1,1.0
280,0.80888397,1,1.0
281,0.56166095,1,1.0
282,0.5075848,1,1.0
283,0.011560938,0,0.0
284,3.9117613e-06,0,0.0
285,0.5262915,1,1.0
286,0.0020085492,0,0.0
287,0.5394408,1,1.0
288,0.004807747,0,0.0
289,0.5891886,1,1.0
290,0.04063773,0,1.0
291,0.63698095,1,1.0
292,0.012457037,0,0.0
293,0.6202175,1,1.0
294,0.46926644,0,1.0
295,0.9579529,1,1.0
296,0.556779,1,1.0
297,0.011492785,0,0.0
298,0.51195705,1,1.0
299,0.025801957,0,0.0
300,0.5329659,1,0.0
301,0.5105424,1,0.0
302,0.0038772577,0,0.0
303,0.00827706,0,0.0
304,0.6069608,1,1.0
305,0.6244522,1,0.0
306,0.12727514,0,0.0
307,0.8499448,1,1.0
308,0.88316476,1,1.0
309,0.5456969,1,1.0
310,0.5995359,1,0.0
311,0.621407,1,1.0
312,0.5790709,1,1.0
313,0.48264503,0,1.0
314,0.57353747,1,0.0
315,0.57585174,1,0.0
316,0.5892576,1,1.0
317,0.5976249,1,1.0
318,0.023628104,0,0.0
319,0.95204645,1,1.0
320,0.5249036,1,1.0
321,0.080895275,0,0.0
322,0.5518806,1,1.0
323,0.019758156,0,0.0
324,0.8903228,1,1.0
325,0.8775295,1,1.0
326,0.5860914,1,1.0
327,0.53537124,1,0.0
328,0.7801992,1,0.0
329,0.5316781,1,1.0
330,0.8580288,1,1.0
331,0.015625054,0,0.0
332,2.4603416e-06,0,0.0
333,0.8459165,1,1.0
334,0.51138335,1,1.0
335,0.5509649,1,1.0
336,0.48873007,0,0.0
337,0.9030125,1,1.0
338,4.2040476e-05,0,0.0
339,0.5400604,1,1.0
340,0.8592993,1,1.0
341,0.10629041,0,0.0
342,0.061598144,0,0.0
343,0.85434,1,1.0
344,0.00614012,0,0.0
345,0.012917367,0,0.0
346,0.5585857,1,1.0
347,0.5891714,1,1.0
348,0.09896621,0,0.0
349,0.6679803,1,0.0
350,0.575417,1,0.0
351,0.4655959,0,1.0
352,0.50345516,1,0.0
353,0.5299703,1,1.0
354,0.5616562,1,0.0
355,0.5550098,1,1.0
356,0.0063700113,0,0.0
357,0.66650796,1,0.0
358,0.29573107,0,1.0
359,0.53900605,1,1.0
360,0.8755199,1,1.0
361,0.03166575,0,0.0
362,0.5858786,1,1.0
363,0.738884,1,1.0
364,0.04530089,0,0.0
365,0.57902694,1,1.0
366,0.011078919,0,0.0
367,0.3983729,0,0.0
368,0.004055944,0,0.0
369,0.8329036,1,1.0
370,0.6282348,1,1.0
371,0.53942066,1,0.0
372,0.11668938,0,0.0
373,0.048954114,0,0.0
374,0.75866073,1,1.0
375,0.41601682,0,0.0
376,0.52787584,1,0.0
377,0.96157575,1,1.0
378,0.0028162112,0,0.0
379,0.526792,1,0.0
380,0.5619022,1,0.0
381,0.5468535,1,0.0
382,0.60095835,1,1.0
383,0.0015601276,0,0.0
384,0.6324422,1,1.0
385,0.81361735,1,1.0
386,0.47794753,0,1.0
387,0.5285319,1,1.0
388,0.59420955,1,1.0
389,0.55562806,1,0.0
390,0.9571308,1,1.0
391,0.5592039,1,0.0
392,0.53660357,1,0.0
393,0.0011892476,0,0.0
394,0.6239889,1,0.0
395,0.58010876,1,0.0
396,0.5932489,1,0.0
397,0.65953565,1,0.0
398,0.6335352,1,0.0
399,0.53720814,1,1.0
400,0.59317863,1,0.0
401,0.60453635,1,1.0
402,0.6003704,1,1.0
403,0.46308005,0,0.0
404,0.86800385,1,1.0
405,0.8242138,1,1.0
406,0.041624546,0,0.0
407,0.8456588,1,1.0
408,0.006085841,0,0.0
409,0.2093766,0,0.0
410,0.75170815,1,1.0
411,0.5609295,1,1.0
412,0.8228672,1,0.0
413,0.6620715,1,1.0
414,0.5358255,1,0.0
415,0.43778616,0,0.0
416,0.55310875,1,0.0
417,0.55124867,1,1.0
418,0.6057787,1,1.0
419,0.65565276,1,1.0
420,0.8272079,1,1.0
421,0.6119057,1,0.0
422,0.5279967,1,1.0
423,0.0047433577,0,0.0
424,0.49863836,0,0.0
425,0.6142819,1,1.0
426,0.65898496,1,1.0
427,0.5532448,1,0.0
428,0.6586342,1,0.0
429,0.52199185,1,0.0
430,0.86529344,1,1.0
431,0.8111558,1,1.0
432,0.0031897514,0,0.0
433,0.53485376,1,1.0
434,0.55762947,1,0.0
435,0.003618146,0,0.0
436,0.0059360676,0,0.0
437,0.0053863884,0,0.0
438,0.980926,1,1.0
439,0.7412596,1,1.0
440,0.5479322,1,1.0
441,0.585881,1,0.0
442,0.5151477,1,1.0
443,0.45468923,0,0.0
444,0.5612449,1,1.0
445,0.6120526,1,0.0
446,0.027592639,0,0.0
447,0.8844278,1,1.0
448,0.59634006,1,0.0
449,0.0036057953,0,0.0
450,0.0041759214,0,0.0
451,0.5049804,1,0.0
452,0.56892437,1,1.0
453,0.53212065,1,0.0
454,0.0008693392,0,0.0
455,0.164908,0,0.0
456,0.837773,1,0.0
457,0.003531905,0,0.0
458,0.90924305,1,1.0
459,0.44421974,0,0.0
460,0.50232255,1,1.0
461,0.005889985,0,0.0
462,0.8769982,1,1.0
463,0.5612693,1,1.0
464,0.796128,1,1.0
465,0.5910958,1,1.0
466,0.580247,1,1.0
467,0.5629199,1,1.0
468,0.7330673,1,0.0
469,0.5431744,1,1.0
470,0.7908879,1,1.0
471,0.007178489,0,0.0
472,0.5903452,1,0.0
473,0.5457684,1,0.0
474,0.055492427,0,0.0
475,0.06445798,0,0.0
476,0.059442867,0,0.0
477,0.5933919,1,0.0
478,0.0074656024,0,0.0
479,1.1670678e-05,0,0.0
480,0.055369303,0,0.0
481,0.7319661,1,1.0
482,0.006721681,0,0.0
483,0.0017632085,0,0.0
484,0.008535719,0,0.0
485,0.667466,1,0.0
486,0.617888,1,1.0
487,8.70708e-06,0,0.0
488,0.6181421,1,0.0
489,0.57443833,1,1.0
490,0.56596696,1,1.0
491,0.85023075,1,1.0
492,0.5516223,1,1.0
493,0.5790011,1,0.0
494,0.56864107,1,0.0
495,0.53429407,1,1.0
496,0.53743863,1,1.0
497,0.010976016,0,0.0
498,0.26532978,0,0.0
499,0.29989052,0,1.0
500,0.632763,1,1.0
501,0.56737965,1,1.0
502,0.61736256,1,0.0
503,0.55622184,1,1.0
504,0.82453287,1,1.0
505,0.8825781,1,1.0
506,0.0020599342,0,0.0
507,0.020670922,0,0.0
508,0.59016126,1,0.0
509,0.39179078,0,1.0
510,0.62181365,1,0.0
511,0.5524264,1,1.0
512,0.001548307,0,0.0
513,0.008395041,0,1.0
514,0.6210947,1,1.0
515,0.8823937,1,1.0
516,0.62119174,1,1.0
517,0.0210363,0,0.0
518,0.21476756,0,0.0
519,0.5635996,1,1.0
520,0.72212684,1,1.0
521,0.0010282177,0,0.0
522,0.58073837,1,1.0
523,0.9266214,1,1.0
524,0.5510121,1,1.0
525,0.4364626,0,1.0
526,0.029046712,0,0.0
527,0.59710073,1,0.0
528,0.5750296,1,1.0
529,0.12124814,0,0.0
530,0.5525951,1,1.0
531,0.8067156,1,1.0
532,0.0018794226,0,0.0
533,0.9234547,1,1.0
534,0.5456259,1,1.0
535,0.007227206,0,0.0
536,0.48257872,0,1.0
537,0.55915993,1,0.0
538,0.935107,1,1.0
539,0.9372027,1,1.0
540,0.5493083,1,1.0
541,0.5665858,1,1.0
542,0.9079198,1,1.0
543,1.168199e-05,0,0.0
544,0.2664995,0,1.0
545,0.7192493,1,1.0
546,0.5382336,1,1.0
547,0.011443162,0,0.0
548,0.5726382,1,0.0
549,0.52355343,1,1.0
550,0.0022504602,0,0.0
551,0.55859876,1,0.0
552,0.8273888,1,1.0
553,0.55355686,1,1.0
554,0.05940622,0,0.0
555,0.578141,1,1.0
556,0.3961013,0,1.0
557,0.57859606,1,1.0
558,0.044244178,0,0.0
559,0.6634493,1,1.0
560,0.56229776,1,0.0
561,0.0057801562,0,0.0
562,0.22614305,0,0.0
563,0.6428226,1,0.0
564,0.5532441,1,0.0
565,0.6282901,1,0.0
566,0.92468363,1,1.0
567,0.58587027,1,1.0
568,0.57096535,1,0.0
569,0.59577125,1,1.0
570,0.64274395,1,1.0
571,0.0025981907,0,0.0
572,0.29574677,0,1.0
573,0.6519028,1,0.0
574,0.00020587014,0,0.0
575,0.58036697,1,1.0
576,0.070682794,0,0.0
577,0.8882619,1,1.0
578,0.5667711,1,0.0
579,0.90981865,1,1.0
580,0.28042284,0,1.0
581,0.5824139,1,0.0
582,0.80389565,1,1.0
583,0.5116882,1,1.0
584,0.49517095,0,1.0
585,0.57215893,1,1.0
586,0.5894455,1,1.0
587,0.49608696,0,1.0
588,0.068656616,0,0.0
589,0.06839052,0,0.0
590,0.4967738,0,1.0
591,0.5528359,1,1.0
592,0.5205519,1,1.0
593,0.58738095,1,0.0
594,0.5485715,1,1.0
595,0.002201558,0,0.0
596,0.82195747,1,1.0
597,0.0043390333,0,0.0
598,0.4952956,0,0.0
599,0.6739639,1,1.0
600,0.45492792,0,1.0
601,0.5474641,1,0.0
602,0.51856095,1,1.0
603,0.58589566,1,0.0
604,0.59931266,1,1.0
605,0.5213677,1,1.0
606,0.81190115,1,1.0
607,0.61693543,1,1.0
608,0.21121533,0,0.0
609,0.014084112,0,0.0
610,0.5483563,1,1.0
611,0.54390454,1,1.0
612,0.46248436,0,1.0
613,0.59076524,1,0.0
614,0.70491594,1,1.0
615,0.021230852,0,0.0
616,0.8404291,1,1.0
617,0.55401343,1,0.0
618,0.5435509,1,0.0
619,0.99181175,1,1.0
620,0.023240805,0,0.0
621,0.07134162,0,0.0
622,0.61570746,1,1.0
623,0.6086812,1,1.0
624,0.7744417,1,1.0
625,0.5728356,1,1.0
626,0.7784657,1,0.0
627,0.5584332,1,1.0
628,0.5746556,1,0.0
629,0.5252325,1,1.0
630,0.578865,1,1.0
631,0.58199483,1,1.0
632,0.6038105,1,0.0
633,0.6539222,1,0.0
634,0.49705216,0,1.0
635,0.61400384,1,0.0
636,0.003451033,0,0.0
637,0.5640214,1,1.0
638,0.64147794,1,0.0
639,0.5884785,1,1.0
640,0.58154094,1,1.0
641,0.59512305,1,0.0
642,0.60009456,1,1.0
643,0.5166327,1,1.0
644,0.5564341,1,0.0
645,0.64407074,1,0.0
646,0.6137096,1,1.0
647,0.5706639,1,1.0
648,0.011951955,0,0.0
649,0.5595033,1,1.0
650,0.5606135,1,0.0
651,0.8082421,1,1.0
652,0.6417655,1,1.0
653,0.85295886,1,1.0
654,0.8842675,1,1.0
655,0.8498335,1,1.0
656,0.60586363,1,0.0
657,0.881241,1,1.0
658,0.011030292,0,0.0
659,0.5397207,1,1.0
660,0.59617984,1,1.0
661,0.8742815,1,0.0
662,0.56221855,1,1.0
663,0.5683096,1,1.0
664,0.60705715,1,1.0
665,0.0027642865,0,0.0
666,0.54138947,1,1.0
667,0.53049743,1,0.0
668,0.53748935,1,1.0
669,0.5682045,1,1.0
670,0.56988746,1,0.0
671,0.019235173,0,0.0
672,0.008602138,0,0.0
673,0.41321632,0,0.0
674,0.5896431,1,0.0
675,0.5672158,1,0.0
676,0.056908976,0,0.0
677,0.4946419,0,0.0
678,0.66014904,1,1.0
679,0.81515646,1,1.0
680,0.002227745,0,0.0
681,0.49806133,0,0.0
682,0.8289815,1,1.0
683,0.5758272,1,1.0
684,0.8332152,1,1.0
685,0.060164332,0,0.0
686,0.59536284,1,1.0
687,0.5228924,1,1.0
688,0.016450569,0,0.0
689,0.5499121,1,0.0
690,0.58692664,1,1.0
691,0.015799051,0,0.0
692,0.015223945,0,0.0
693,0.55865896,1,1.0
694,0.5527421,1,1.0
695,0.53562915,1,1.0
696,0.025192574,0,0.0
697,0.68260336,1,1.0
698,0.5435269,1,1.0
699,0.5674341,1,1.0
700,0.8382796,1,0.0
701,0.60147923,1,0.0
702,0.55233675,1,1.0
703,0.6209949,1,0.0
704,0.7018903,1,0.0
705,0.0368149,0,0.0
706,0.55630046,1,0.0
707,0.0017743558,0,0.0
708,0.17179133,0,0.0
709,1.5075241e-05,0,0.0
710,0.5729258,1,1.0
711,0.7831044,1,1.0
712,0.002966543,0,0.0
713,0.8742815,1,1.0
714,0.8104953,1,1.0
715,0.54834217,1,1.0
716,0.5294212,1,0.0
717,0.8709755,1,1.0
718,0.06244902,0,0.0
719,0.59346,1,0.0
720,0.61925393,1,1.0
721,0.9760306,1,1.0
722,0.5612589,1,1.0
723,0.28389168,0,0.0
724,0.5600173,1,0.0
725,0.01278305,0,0.0
726,0.6183819,1,1.0
727,0.58162916,1,1.0
728,0.5300524,1,1.0
729,0.2625115,0,1.0
730,0.55166805,1,1.0
731,0.029122619,0,0.0
732,0.91505164,1,0.0
733,0.61186665,1,1.0
734,0.87339485,1,1.0
735,0.5588998,1,0.0
736,0.009425358,0,0.0
737,0.5164382,1,1.0
738,0.602562,1,1.0
739,0.014800321,0,0.0
740,0.5695468,1,1.0
741,0.54394066,1,1.0
742,0.5421818,1,0.0
743,0.5530404,1,1.0
744,0.58783376,1,1.0
745,0.6035538,1,1.0
746,0.0029058382,0,0.0
747,0.004399248,0,0.0
748,0.5991757,1,1.0
749,0.59412456,1,1.0
750,0.567199,1,1.0
751,0.523997,1,1.0
752,0.5331164,1,1.0
753,0.05854097,0,0.0
754,0.6746442,1,0.0
755,0.52548593,1,1.0
756,0.5984614,1,1.0
757,0.00853915,0,0.0
758,0.78423154,1,1.0
759,0.5979041,1,1.0
760,0.85630363,1,1.0
761,0.0024221498,0,0.0
762,0.0037126832,0,0.0
763,0.5767667,1,1.0
764,0.5528837,1,0.0
765,0.4781609,0,0.0
766,0.20297717,0,1.0
767,0.53658324,1,1.0
768,0.64340377,1,1.0
769,0.005242319,0,0.0
770,0.5838102,1,0.0
771,0.0069065457,0,0.0
772,0.8526929,1,1.0
773,0.53368,1,1.0
774,0.022766914,0,0.0
775,0.8662623,1,0.0
776,0.5036424,1,0.0
777,0.54738,1,0.0
778,0.5840291,1,1.0
779,0.57071394,1,0.0
780,0.03723324,0,1.0
781,0.5569585,1,0.0
782,0.49387053,0,1.0
783,0.13408098,0,0.0
784,0.56620353,1,0.0
785,0.004088918,0,0.0
786,0.5858599,1,1.0
787,0.0028210415,0,0.0
788,0.05474564,0,0.0
789,0.59772134,1,1.0
790,0.63437074,1,0.0
791,0.032775957,0,0.0
792,0.5979853,1,0.0
793,0.009714699,0,0.0
794,0.54715663,1,0.0
795,0.0028877833,0,0.0
796,0.840793,1,1.0
797,0.07323715,0,0.0
798,0.5126632,1,1.0
799,0.509801,1,0.0
800,0.54176116,1,1.0
801,0.49792618,0,0.0
802,0.60036904,1,1.0
803,0.53495866,1,0.0
804,0.5019899,1,1.0
805,0.6292177,1,0.0
806,0.3824121,0,0.0
807,0.59828883,1,1.0
808,0.5928081,1,1.0
809,0.5886809,1,0.0
810,0.52902555,1,0.0
811,0.62785035,1,1.0
812,0.5532633,1,0.0
813,0.87892187,1,0.0
814,0.00011710981,0,0.0
815,0.581884,1,1.0
816,0.0037735614,0,0.0
817,1.8246395e-05,0,0.0
818,0.6121287,1,0.0
819,0.3738444,0,1.0
820,0.56471246,1,1.0
821,0.59490204,1,1.0
822,0.4820197,0,0.0
823,0.013332039,0,0.0
824,0.569754,1,0.0
825,0.5161545,1,0.0
826,0.6326182,1,1.0
827,0.8799255,1,1.0
828,0.5954124,1,0.0
829,0.61505234,1,1.0
830,0.5687945,1,0.0
831,0.6319113,1,1.0
832,0.9588914,1,1.0
833,0.550931,1,0.0
834,0.8924839,1,1.0
835,0.48969096,0,1.0
836,0.55141884,1,0.0
837,0.800922,1,1.0
838,0.044104874,0,0.0
839,0.8272807,1,1.0
840,0.57522637,1,0.0
841,0.92463636,1,0.0
842,0.86145127,1,0.0
843,0.50516665,1,0.0
844,1.0202453e-06,0,0.0
845,0.00325775,0,0.0
846,0.49597362,0,1.0
847,0.8524239,1,1.0
848,0.01964126,0,0.0
849,0.5534965,1,0.0
850,0.03696718,0,0.0
851,0.95615673,1,1.0
852,0.001567358,0,0.0
853,0.81680024,1,1.0
854,0.5190021,1,1.0
855,0.5145679,1,1.0
856,0.92063856,1,1.0
857,0.6491132,1,1.0
858,0.03296534,0,0.0
859,0.6332331,1,0.0
860,0.5833666,1,1.0
861,0.59146273,1,1.0
862,0.81560737,1,1.0
863,0.7623015,1,1.0
864,0.008934982,0,0.0
865,0.004954303,0,0.0
866,0.52734727,1,1.0
867,0.013606352,0,0.0
868,0.8613503,1,1.0
869,0.54598826,1,0.0
870,0.5564337,1,0.0
871,0.5674754,1,0.0
872,0.56555945,1,0.0
873,0.5274516,1,0.0
874,0.73875654,1,1.0
875,0.52537644,1,1.0
876,0.011083466,0,0.0
877,0.53567433,1,0.0
878,0.9026989,1,1.0
879,0.010243694,0,0.0
880,0.022000745,0,0.0
881,0.0028264052,0,0.0
882,0.5770112,1,1.0
883,0.84379506,1,0.0
884,0.55985427,1,0.0
885,0.56164473,1,1.0
886,0.01250417,0,0.0
887,0.53642166,1,1.0
888,0.7131638,1,1.0
889,0.85205877,1,0.0
890,0.017294357,0,0.0
891,0.32152393,0,0.0
892,0.5918793,1,1.0
893,0.7955336,1,1.0
894,0.1716542,0,0.0
895,0.5838565,1,1.0
896,0.5947653,1,1.0
897,0.5916327,1,1.0
898,0.07341294,0,0.0
899,0.9838117,1,1.0
900,0.6171848,1,0.0
901,0.0333114,0,0.0
902,0.021482801,0,0.0
903,0.64600897,1,0.0
904,0.0066447,0,0.0
905,0.5395897,1,1.0
906,0.5995179,1,1.0
907,0.5690088,1,0.0
908,0.046916686,0,0.0
909,0.5255234,1,0.0
910,0.004204232,0,0.0
911,0.015998596,0,0.0
912,0.08429229,0,0.0
913,0.58470976,1,0.0
914,0.552282,1,1.0
915,0.37771422,0,0.0
916,0.58279234,1,1.0
917,0.5674626,1,1.0
918,0.5944756,1,0.0
919,0.47170773,0,1.0
920,0.57463664,1,1.0
921,0.07967567,0,0.0
922,0.52759635,1,0.0
923,0.67645687,1,1.0
924,0.47979808,0,0.0
925,0.006902661,0,0.0
926,0.5067841,1,1.0
927,0.81764275,1,1.0
928,0.5571719,1,1.0
929,0.61633545,1,1.0
930,0.87243116,1,1.0
931,0.00020439755,0,1.0
932,0.11934444,0,0.0
933,0.60207003,1,0.0
934,0.5905384,1,1.0
935,0.5400908,1,0.0
936,0.54148,1,1.0
937,0.44236043,0,1.0
938,0.5295615,1,1.0
939,0.9143609,1,0.0
940,0.021119986,0,0.0
941,0.008697913,0,0.0
942,0.18039757,0,0.0
943,0.59120023,1,0.0
944,0.8332878,1,1.0
945,3.1202268e-05,0,0.0
946,0.59541935,1,0.0
947,0.6663704,1,1.0
948,0.001661741,0,0.0
949,0.49503246,0,0.0
950,0.47287476,0,0.0
951,0.54249865,1,0.0
952,0.5723963,1,0.0
953,0.55328894,1,1.0
954,0.6013847,1,1.0
955,0.58223456,1,1.0
956,0.55225736,1,1.0
957,8.299173e-05,0,0.0
958,0.5614242,1,0.0
959,0.5473929,1,1.0
960,0.5991386,1,0.0
961,0.0089507485,0,0.0
962,0.6086722,1,0.0
963,0.01349307,0,0.0
964,0.5473581,1,0.0
965,0.6076536,1,1.0
966,0.5842891,1,1.0
967,0.5505842,1,0.0
968,0.005207787,0,0.0
969,0.609468,1,1.0
970,0.56677777,1,0.0
971,0.0042562946,0,0.0
972,0.0041335835,0,0.0
973,0.5829567,1,1.0
974,0.66160214,1,0.0
975,0.005464419,0,0.0
976,0.57554716,1,1.0
977,0.009874227,0,0.0
978,0.57868886,1,1.0
979,0.59093887,1,0.0
980,0.40470496,0,0.0
981,0.567505,1,1.0
982,0.5508273,1,0.0
983,0.54685014,1,0.0
984,0.94201607,1,1.0
985,0.5670551,1,1.0
986,0.57681257,1,1.0
987,0.0041980497,0,0.0
988,0.010774134,0,0.0
989,0.5360452,1,1.0
990,0.8582732,1,1.0
991,0.18910085,0,1.0
992,0.56649643,1,1.0
