,user_id,movie_id,y_pred,gt
165,32984,457,2.7106671,3.0
166,109904,110,2.715598,4.0
167,144605,79132,2.699459,5.0
168,192164,58559,2.7652872,5.0
169,66524,4896,2.7183259,4.0
170,177240,50,2.7413902,4.0
171,64523,780,2.7103946,4.0
172,162425,40815,2.7120771,3.5
173,253668,60069,2.7145057,3.5
174,109249,5349,2.7442129,5.0
175,107825,318,2.7499096,5.0
176,131718,527,2.748366,4.5
177,132899,4993,2.7208407,5.0
178,270310,2959,2.7631605,3.5
179,212485,77866,2.6978183,4.0
180,54247,50,2.7323763,4.5
181,112026,589,2.7185194,4.0
182,235192,527,2.7559495,5.0
183,51665,36,2.728429,3.5
184,7040,492,2.7158434,3.0
185,254196,1214,2.7771552,4.0
186,99624,457,2.715551,3.0
187,118844,457,2.7169595,5.0
188,122001,4993,2.720042,4.0
189,156558,527,2.7501867,3.0
190,203828,8360,2.7182205,3.5
191,244503,780,2.7235851,2.0
192,235131,50,2.7456331,5.0
193,26253,344,2.7178843,1.5
194,42558,7361,2.7581422,4.5
195,133459,33794,2.7089562,3.5
196,41507,208,2.7127912,3.0
197,232833,109374,2.7045896,4.0
198,187854,1214,2.772293,3.5
199,104727,32,2.7682297,5.0
200,252988,102125,2.6999462,3.5
201,111734,5816,2.7177835,1.5
202,18274,5816,2.710934,3.5
203,145126,47,2.7322133,4.0
204,145080,6365,2.7148108,3.0
205,96590,95,2.7120674,3.0
206,123932,6539,2.7247665,1.5
207,148804,344,2.7268658,3.0
208,134670,54001,2.7055671,4.0
209,198542,5952,2.723951,4.5
210,209415,5952,2.724748,3.5
211,171546,316,2.71762,2.0
212,217251,47,2.7374992,5.0
213,122125,110,2.7164938,3.5
214,186962,457,2.7219517,3.5
215,199326,4993,2.725709,2.0
216,132835,593,2.7284749,5.0
217,19875,780,2.7071226,4.0
218,4932,4306,2.7066424,2.5
219,229780,527,2.755553,5.0
220,91628,59315,2.697543,2.5
221,119815,736,2.7112002,2.0
222,77872,5952,2.7151072,5.0
223,46667,296,2.8202376,4.5
224,155025,1293,2.7450097,3.0
225,42900,7361,2.7581673,2.5
226,74532,318,2.7474697,4.0
227,74989,69844,2.6965232,3.5
228,17122,344,2.717215,1.5
229,215574,589,2.7261083,3.0
230,83596,296,2.8229442,5.0
231,147775,296,2.8276477,4.5
232,103243,736,2.7099857,3.0
233,94729,50,2.7353432,5.0
234,238179,1303,2.7337918,2.0
235,21846,7361,2.7566242,4.0
236,1247,32,2.7606459,3.0
237,165614,7153,2.7207732,4.0
238,219331,492,2.731402,4.0
239,240461,7361,2.7726462,3.0
240,103667,52328,2.753196,4.5
241,212236,59315,2.706382,4.0
242,25988,50,2.7303054,4.5
243,223079,50,2.7447498,4.0
244,76735,5952,2.715024,4.5
245,260684,589,2.7294145,4.0
246,98351,344,2.7231681,3.0
247,207167,3578,2.720335,4.5
248,70577,318,2.74718,4.0
249,173955,318,2.7547562,3.5
250,222137,593,2.7350197,5.0
251,261638,457,2.7274246,4.5
252,62601,296,2.8214054,5.0
253,168203,457,2.720577,3.0
254,148379,1214,2.7694001,5.0
255,173766,33794,2.7119102,3.0
256,134115,6664,2.717589,3.5
257,53335,318,2.7459164,4.5
258,206544,457,2.723387,4.0
259,64537,527,2.7434425,4.5
260,111110,736,2.7105622,5.0
261,130819,296,2.826405,4.0
262,42198,552,2.706017,3.0
263,76632,54001,2.7013135,3.5
264,99381,1303,2.7236197,5.0
265,74532,593,2.724202,3.0
266,123424,5816,2.7186403,3.0
267,224220,7153,2.7250683,3.0
268,25474,1214,2.7603927,4.0
269,162054,4896,2.725327,4.0
270,47564,5952,2.712886,4.5
271,256751,344,2.734777,3.5
272,81254,736,2.7083743,2.5
273,82772,110,2.7136097,4.5
274,106511,2762,2.760686,5.0
275,148108,110,2.718398,5.0
276,102561,593,2.7262561,5.0
277,56017,11,2.717304,5.0
278,244801,593,2.7366805,5.0
279,86633,780,2.712015,4.0
280,52529,7361,2.758873,4.5
281,101238,52328,2.7530181,3.5
282,49525,2959,2.7469795,3.5
283,104039,356,2.7372,4.0
284,155025,5944,2.7667453,2.5
285,83888,8368,2.7139802,4.5
286,86459,4887,2.705427,2.0
287,33461,736,2.7048717,3.5
288,115952,8368,2.71633,3.0
289,219115,1198,2.734507,4.0
290,239106,59315,2.7083511,3.5
291,141222,318,2.7523572,4.0
292,117815,1198,2.727083,0.5
293,94065,457,2.7151437,4.0
294,154703,91529,2.6937954,4.0
295,128685,296,2.8262486,4.5
296,239753,50,2.7459717,5.0
297,202125,318,2.756821,5.0
298,15886,296,2.8179817,5.0
299,187866,32,2.774323,3.0
300,57846,3578,2.7093916,5.0
301,114092,780,2.7140274,4.0
302,234840,780,2.7228768,4.0
303,50185,589,2.7139874,5.0
304,258935,33794,2.718152,3.0
305,245774,110553,2.6983721,3.5
306,218350,79132,2.7048635,5.0
307,112883,1240,2.7208726,4.0
308,37825,527,2.7414849,4.0
309,63156,318,2.7466362,4.0
310,75866,492,2.7208877,3.0
311,32639,592,2.7426062,4.5
312,88254,2028,2.7349167,3.0
313,244562,32,2.778478,4.0
314,194908,296,2.831102,5.0
315,85452,5816,2.7158573,4.5
316,230696,780,2.722573,3.0
317,157846,2762,2.7644482,3.0
318,32773,47,2.7239792,4.5
319,39750,19,2.7205918,3.0
320,19264,780,2.7070777,2.5
321,52049,6365,2.7079928,4.0
322,189439,4993,2.7249844,4.0
323,87035,58559,2.7575824,5.0
324,145302,296,2.8274665,4.0
325,71704,47,2.7268324,4.0
326,258253,89837,2.7414937,4.0
327,216283,33794,2.7150261,3.0
328,255338,110,2.7262568,3.5
329,64917,527,2.7434704,4.0
330,67715,337,2.762101,4.0
331,208294,135567,2.6866999,2.5
332,64107,780,2.710364,3.0
333,242831,260,2.7469366,4.5
334,61487,780,2.7101722,4.0
335,74875,1240,2.7180872,3.5
336,212371,54001,2.7112615,4.0
337,210840,32,2.7760067,4.0
338,248335,552,2.7211244,4.0
339,248757,527,2.7569437,5.0
340,240516,2959,2.7609768,5.0
341,83582,457,2.7143753,4.0
342,148093,296,2.827671,3.5
343,207442,296,2.8320205,5.0
344,249496,527,2.7569978,4.0
345,223665,3578,2.7215443,5.0
346,57566,141,2.717295,4.0
347,97293,316,2.712178,2.0
348,6812,59315,2.6913269,4.5
349,250376,110,2.7258933,3.0
350,133992,527,2.7485328,3.5
351,31967,7361,2.757366,4.0
352,91462,50,2.7351038,5.0
353,193665,318,2.7562008,4.0
354,160919,780,2.7174592,4.0
355,89816,318,2.74859,3.5
356,151252,344,2.7270453,4.0
357,7155,4993,2.711625,4.5
358,164131,8360,2.715311,3.0
359,148285,1214,2.7693932,3.5
360,150304,98124,2.6891015,5.0
361,194690,59387,2.7067034,3.0
362,4013,8368,2.7081263,2.5
363,89790,344,2.7225409,2.0
364,71925,102125,2.6866763,3.5
365,77675,110,2.7132363,5.0
366,135309,32,2.770471,2.5
367,189112,50,2.7422605,5.0
368,224730,110,2.7240136,5.0
369,181904,7153,2.7219672,4.0
370,244176,7153,2.7265308,4.0
371,1652,110,2.7076647,5.0
372,48086,5952,2.7129242,3.5
373,243443,4683,2.7257488,1.0
374,198458,780,2.7202106,2.0
375,117918,7361,2.7636652,3.5
376,209415,4896,2.7287982,3.0
377,251767,40815,2.7186248,4.0
378,192087,2959,2.7574277,4.5
379,162546,69844,2.70294,5.0
380,26716,593,2.7206976,4.5
381,137262,592,2.7502737,1.0
382,8456,32,2.7611742,2.0
383,125091,1198,2.7276163,5.0
384,122831,53121,2.7285488,3.0
385,110667,780,2.7137764,3.5
386,40806,32,2.763545,4.0
387,110762,780,2.7137835,2.0
388,2547,344,2.716147,3.5
389,9982,105037,2.686574,2.5
390,51423,318,2.7457762,5.0
391,6354,60069,2.6963804,3.5
392,136606,6539,2.7256954,4.5
393,91244,3114,2.7176194,5.0
394,202779,1198,2.7333097,4.0
395,26138,527,2.7406285,4.0
396,55967,50,2.7325025,4.5
397,249319,3578,2.7234244,3.5
398,91382,5388,2.721079,2.5
399,197559,592,2.7546928,4.0
400,210792,69844,2.706476,4.0
401,190876,7153,2.7226245,5.0
402,133637,736,2.7122133,3.0
403,83582,32,2.76668,5.0
404,207919,7153,2.7238736,5.0
405,30511,593,2.7209756,5.0
406,225793,593,2.7352874,5.0
407,156513,86880,2.7018611,3.0
408,212343,592,2.7557762,3.0
409,144833,102445,2.6889732,2.5
410,210855,110102,2.6931214,3.0
411,83264,110,2.713646,5.0
412,21962,2116,2.7431936,3.0
413,196789,59315,2.7052498,3.0
414,175503,260,2.7420022,3.5
415,143262,102125,2.6919045,3.0
416,142468,457,2.7186909,3.0
417,33940,5952,2.7118876,5.0
418,236586,296,2.8341565,5.0
419,29111,593,2.720873,3.0
420,163256,110,2.7195084,4.0
421,242295,1214,2.776283,4.5
422,150691,780,2.7167096,4.0
423,224845,33794,2.7156537,4.0
424,187238,592,2.7539363,4.0
425,224220,6539,2.7321165,3.5
426,57929,5816,2.7138402,3.0
427,148007,1214,2.7693727,5.0
428,174674,527,2.7515142,5.0
429,239106,58559,2.7687273,4.5
430,2998,6365,2.704398,1.5
431,231434,527,2.7556741,5.0
432,231853,318,2.7589996,3.0
433,265327,344,2.7354057,2.0
434,184762,4887,2.7126312,3.5
435,64732,32,2.7652986,2.0
436,144061,32,2.7711124,3.0
437,245230,3578,2.7231247,4.0
438,37405,1293,2.7363894,4.0
439,165655,8132,2.713315,2.0
440,1652,1293,2.7337692,4.0
441,96315,296,2.8238761,4.5
442,235181,527,2.7559488,5.0
443,72100,457,2.7135339,3.5
444,256086,296,2.8355856,4.0
445,184636,344,2.729492,3.0
446,127443,3578,2.7144923,4.0
447,73302,6365,2.7095504,2.0
448,172224,4139,2.7167788,4.0
449,84145,5944,2.7615507,3.0
450,231893,6537,2.7190208,4.0
451,210628,32,2.775991,5.0
452,239781,134853,2.7149048,5.0
453,231124,47,2.7385159,2.0
454,7040,457,2.7087657,2.0
455,126655,95,2.7142708,1.0
456,55013,592,2.7442458,3.0
457,236495,5952,2.7267325,3.0
458,192399,19,2.731779,0.5
459,98632,110,2.7147722,5.0
460,111285,59315,2.6989834,5.0
461,197748,4993,2.7255933,1.0
462,201077,52328,2.760335,4.0
463,223972,59315,2.707242,3.5
464,166107,592,2.7523878,5.0
465,202854,47,2.736444,4.0
466,204641,296,2.8318152,4.5
467,223218,592,2.7565732,4.0
468,221505,1198,2.7346823,3.5
469,48475,110,2.7110963,4.0
470,159591,7153,2.720332,4.0
471,62685,19,2.7222726,2.5
472,150182,457,2.7192564,4.0
473,137377,69844,2.7010953,2.5
474,235871,7153,2.7259223,5.0
475,214579,1214,2.7742517,4.5
476,163575,7361,2.7670114,4.0
477,155478,33794,2.7105699,4.0
478,140078,109487,2.696502,3.0
479,52168,141,2.7168994,3.0
480,93717,50,2.735269,4.0
481,128707,110,2.7169762,4.0
482,183015,296,2.8302302,3.5
483,195702,736,2.7167618,3.5
484,29837,592,2.7424006,5.0
485,221505,2571,2.7259583,4.0
486,243452,33794,2.7170174,5.0
487,203958,592,2.7551618,2.0
488,97315,6539,2.7228158,2.5
489,210628,6595,2.7146008,3.0
490,92893,296,2.8236256,4.5
491,215240,3114,2.726707,4.0
492,224730,2565,2.762606,2.5
493,207039,79132,2.7040346,3.0
494,184838,593,2.732286,4.0
495,82376,143367,2.6974032,4.5
496,188418,5952,2.723209,4.0
497,219997,318,2.7581306,4.0
498,29837,780,2.7078526,4.5
499,81883,552,2.7089255,5.0
500,4627,1214,2.7588646,3.5
501,127673,329,2.7689054,3.0
502,179044,527,2.7518346,4.5
503,152433,50,2.7395723,3.5
504,102561,296,2.824334,5.0
505,45700,6537,2.705375,2.5
506,141895,457,2.718649,4.0
507,217778,296,2.832778,3.5
508,263814,457,2.7275841,5.0
509,27383,102125,2.6834118,4.0
510,38611,3200,2.7267673,3.0
511,142468,2565,2.756577,3.0
512,85710,50,2.7346823,3.0
513,259860,102125,2.7004497,2.0
514,146534,780,2.7164052,4.0
515,141755,7153,2.7190247,3.5
516,50780,1214,2.7622473,5.0
517,164952,6664,2.7198489,1.0
518,249604,19,2.7359715,3.0
519,215287,8360,2.7190602,1.0
520,138510,88140,2.6932576,4.0
521,16567,527,2.739927,3.0
522,139436,59315,2.7010465,4.5
523,269974,780,2.7254517,4.0
524,36677,592,2.742902,4.0
525,71832,296,2.822082,4.0
526,34555,4306,2.7088134,4.0
527,75463,318,2.747538,4.0
528,255534,2571,2.7284522,5.0
529,97918,33794,2.7063515,3.5
530,14351,110,2.7085953,5.0
531,188299,5952,2.7232003,5.0
532,137098,592,2.7502618,3.5
533,172865,457,2.7209187,4.0
534,20227,1214,2.760008,3.5
535,51968,296,2.8206263,4.0
536,251839,110,2.7260003,3.0
537,26871,4887,2.7010598,2.5
538,186936,6539,2.729384,3.5
539,195539,592,2.7545447,3.5
540,166102,141,2.7252493,3.0
541,97342,50,2.7355347,2.5
542,37405,780,2.7084072,5.0
543,755,527,2.738768,3.0
544,244562,316,2.7229712,4.0
545,51723,79132,2.6926517,4.0
546,65387,1303,2.7211282,5.0
547,109127,1198,2.7264462,1.0
548,158963,33794,2.7108254,4.5
549,130753,5952,2.718983,5.0
550,144961,2571,2.7203486,5.0
551,257395,7361,2.7738872,4.0
552,170946,780,2.7181942,5.0
553,210104,6539,2.731082,4.0
554,28540,2028,2.7305403,4.0
555,253522,318,2.7605877,5.0
556,224605,33794,2.715636,3.5
557,142532,1293,2.744094,5.0
558,185721,69844,2.7046385,3.5
559,91048,780,2.7123387,4.0
560,146752,110,2.7182987,4.5
561,36677,2393,2.7601924,2.0
562,68586,53125,2.7046692,2.0
563,96274,1240,2.7196555,5.0
564,150867,4993,2.7221575,4.5
565,82705,50,2.734462,3.5
566,231841,5816,2.7265859,3.5
567,152222,592,2.7513702,4.0
568,169380,1214,2.770939,5.0
569,52250,1,2.7191296,4.0
570,132136,54001,2.7053814,4.0
571,63528,780,2.7103217,0.5
572,250058,59392,2.708179,5.0
573,239068,457,2.7257705,4.0
574,2216,296,2.81698,5.0
575,81074,736,2.7083611,3.5
576,40219,527,2.7416604,3.0
577,267627,7361,2.7746372,3.5
578,262437,4993,2.7303343,4.0
579,75860,296,2.8223772,4.5
580,33423,1377,2.7092311,3.5
581,84891,3114,2.7171538,3.5
582,161443,47,2.7334092,5.0
583,177288,2028,2.7414417,4.0
584,257158,736,2.721266,3.5
585,103229,141,2.7206416,2.0
586,76509,3114,2.7165396,4.5
587,84859,344,2.7221794,3.0
588,84891,50,2.7346222,4.0
589,16997,457,2.7094953,3.0
590,125986,527,2.747946,4.0
591,168646,296,2.8291771,5.0
592,33263,53125,2.7020805,1.5
593,203456,1293,2.748559,5.0
594,266714,32,2.7801015,4.0
595,235443,68358,2.7599597,5.0
596,200558,7153,2.7233343,3.5
597,244329,1960,2.7482722,5.0
598,213540,527,2.7543628,5.0
599,110518,736,2.7105188,1.0
600,11395,589,2.7111444,2.0
601,106061,3578,2.7129252,2.5
602,263045,1197,2.7325177,3.5
603,74587,95,2.710455,1.5
604,123515,1303,2.7253883,5.0
605,254161,79132,2.707488,5.0
606,157113,589,2.721824,4.5
607,239753,4887,2.7166615,3.0
608,173824,4306,2.7190204,1.5
609,138827,110,2.717718,3.0
610,74025,4306,2.7117062,4.0
611,179792,7781,2.7377946,2.0
612,202779,2728,2.7373338,5.0
613,266651,2028,2.747991,4.0
614,162138,40815,2.712056,3.0
615,148003,457,2.7190967,4.5
616,51423,5952,2.7131689,3.0
617,21192,318,2.7435606,4.0
618,255661,33794,2.7179122,2.0
619,245652,736,2.7204227,2.5
620,105681,457,2.7159948,3.0
621,268441,110,2.7272172,1.0
622,1051,736,2.7024963,2.0
623,196930,1214,2.7729583,4.0
624,11726,5816,2.7104542,2.0
625,101859,79132,2.6963263,4.0
626,256604,593,2.7375457,5.0
627,166928,1377,2.7190156,3.0
628,258901,4896,2.7324247,3.5
629,260689,593,2.737845,3.5
630,270828,4306,2.7261295,3.0
631,204641,2028,2.7434464,4.5
632,116409,8360,2.7118137,2.0
633,219693,32,2.7766554,5.0
634,81085,1214,2.7644682,5.0
635,99427,318,2.7492943,5.0
636,134419,54001,2.7055488,3.5
637,210104,69844,2.7064254,4.0
638,26683,592,2.7421696,3.0
639,92578,7153,2.7154205,5.0
640,234785,6664,2.7249668,4.5
641,35744,296,2.819437,1.5
642,197531,5952,2.723877,5.0
643,159484,316,2.7167358,4.0
644,138735,40815,2.7103407,4.0
645,141171,1,2.7256465,4.5
646,217243,457,2.7241712,4.0
647,191353,527,2.7527368,3.5
648,141699,318,2.7523923,4.0
649,19875,337,2.7585948,3.5
650,225381,110,2.7240613,4.0
651,19866,19,2.7191343,3.0
652,197878,78499,2.7065089,3.0
653,136729,4896,2.7234712,3.5
654,147287,6653,2.7584848,3.5
655,254089,141,2.7316978,4.5
656,69559,4226,2.7559593,4.5
657,75731,60069,2.701465,4.5
658,130513,592,2.749779,4.0
659,238257,141,2.7305374,2.5
660,236944,4887,2.7164557,0.5
661,172868,296,2.8294866,4.5
662,61927,33794,2.7037137,5.0
663,257158,1293,2.7524946,3.0
664,215776,1214,2.7743394,4.5
665,212301,296,2.8323767,5.0
666,144525,95,2.7155805,3.0
667,82267,110,2.7135727,2.5
668,39396,2959,2.746237,3.0
669,148191,527,2.7495735,3.0
670,177421,5388,2.7273846,4.0
671,167779,527,2.751009,4.0
672,160413,1214,2.770282,4.0
673,234822,110,2.7247531,2.0
674,267254,2571,2.7293112,3.0
675,24502,50,2.7301965,4.0
676,230433,54001,2.7125854,3.0
677,161530,59315,2.7026658,3.5
678,208131,5952,2.7246537,3.0
679,138640,69844,2.701188,4.5
680,14127,260,2.7301753,5.0
681,255663,7153,2.727373,4.0
682,79380,8360,2.7091,3.0
683,177288,318,2.7550006,5.0
684,268875,5944,2.7750893,4.5
685,60364,1214,2.7629497,4.5
686,152227,32,2.7717109,5.0
687,127494,32,2.7698984,3.5
688,127443,7361,2.7643633,3.5
689,163028,527,2.750661,5.0
690,86997,1198,2.7248244,2.0
691,31377,3654,2.7233424,4.0
692,180021,592,2.7534075,3.5
693,99991,296,2.8241456,4.0
694,105503,32,2.7682867,4.5
695,215425,5952,2.7251883,5.0
696,220129,8368,2.723965,3.5
697,46533,457,2.7116601,4.0
698,135835,5816,2.71955,3.5
699,9294,593,2.7194207,5.0
700,175253,50,2.7412448,5.0
701,229780,79321,2.7418852,2.0
702,186059,457,2.7218857,5.0
703,122157,5952,2.7183528,5.0
704,95611,592,2.7472212,4.0
705,46595,296,2.8202324,4.0
706,122157,59315,2.6997802,4.5
707,141895,2393,2.7679036,3.0
708,229800,1101,2.7289906,0.5
709,269670,329,2.7793121,3.0
710,10043,79132,2.6895971,3.5
711,136932,2959,2.7533853,4.5
712,8667,19,2.7183137,3.0
713,200184,344,2.7306314,4.0
714,98257,45722,2.7078958,2.5
715,243682,78499,2.7098658,4.0
716,107599,457,2.7161355,4.5
717,10086,106022,2.6800687,3.5
718,267404,527,2.7583103,5.0
719,104039,296,2.8244424,5.0
720,49017,592,2.7438064,5.0
721,239800,1,2.7328749,4.5
722,34568,527,2.7412462,4.0
723,257881,110,2.7264433,4.0
724,94836,344,2.7229106,3.0
725,9294,457,2.708931,4.0
726,61077,1303,2.7208123,4.0
727,190814,1197,2.727224,3.5
728,224730,1214,2.7749958,3.5
729,247350,33794,2.717303,4.0
730,18542,2559,2.706716,3.0
731,22872,592,2.7418902,5.0
732,197515,7153,2.7231112,3.0
733,204702,316,2.7200499,5.0
734,132918,5952,2.7191415,4.5
735,170937,5816,2.7221224,4.0
736,260248,19,2.7367516,2.0
737,245675,318,2.7600126,3.5
738,108610,1214,2.7664855,5.0
739,23040,110,2.709232,3.0
740,51290,110,2.7113025,4.0
741,95611,736,2.7094264,5.0
742,115976,33794,2.707675,4.5
743,24664,5952,2.7112079,3.0
744,182804,1198,2.7318459,5.0
745,147573,110,2.718359,4.0
746,139375,260,2.7393544,5.0
747,80294,50,2.7342854,4.0
748,234693,329,2.776749,3.0
749,169957,4306,2.718737,4.5
750,155253,141,2.7244542,4.5
751,130797,736,2.7120051,3.5
752,256405,260,2.7479315,3.5
753,158349,110,2.7191486,2.0
754,186905,19,2.7313764,0.5
755,157456,110,2.7190833,4.0
756,261046,2959,2.7624815,3.0
757,124027,592,2.7493038,5.0
758,267404,47,2.741175,5.0
759,88780,32,2.767061,3.5
760,243328,316,2.7228806,5.0
761,178963,110,2.7206595,4.0
762,266390,32,2.7800777,4.5
763,35110,592,2.7427871,3.5
764,133854,593,2.7285495,5.0
765,159591,2959,2.7550461,4.5
766,147330,109487,2.6970334,5.0
767,164352,1197,2.7252848,4.5
768,71030,344,2.721166,2.0
769,242978,6595,2.7169719,2.0
770,14425,6537,2.703083,3.5
771,80780,2959,2.7492702,3.0
772,119827,457,2.7170317,3.0
773,96909,329,2.766651,3.0
774,138392,110,2.717686,5.0
775,156764,1197,2.7247286,5.0
776,139109,5944,2.765579,4.0
777,89478,316,2.7116053,3.0
778,127466,2762,2.7622218,3.5
779,19810,50,2.7298524,5.0
780,147833,780,2.7165003,1.0
781,268146,2565,2.7657876,4.0
782,104039,5388,2.7220066,3.5
783,156513,6539,2.7271543,4.0
784,132269,50,2.7380946,2.5
785,216465,110,2.723408,5.0
786,254073,6539,2.7343042,4.5
787,153269,4993,2.7223337,3.0
788,97826,318,2.749177,5.0
789,158642,110102,2.6892948,2.5
790,269137,1214,2.7782502,4.5
791,136192,102125,2.6913862,3.0
792,269974,60674,2.708615,4.0
793,266714,344,2.7355072,2.0
794,231804,40815,2.7171617,3.0
795,70153,527,2.7438543,5.0
796,225227,4226,2.7673678,4.5
797,21192,47,2.7231305,3.0
798,71925,6539,2.720955,4.5
799,182120,316,2.7183948,4.5
800,164937,7153,2.7207236,4.0
801,189005,33794,2.713027,4.0
802,204313,110,2.7225173,2.5
803,162097,1240,2.7244794,5.0
804,49637,457,2.7118876,5.0
805,15711,33794,2.7003267,3.0
806,121083,2959,2.7522237,5.0
807,74587,329,2.765015,3.5
808,165241,592,2.7523243,4.0
